6927,37,-3730,3.5
3915,85,-7187,4.0
6930,37,-1212,4.0
45,38,-7300,4.0
3052,42,-2794,3.5
49,38,-5993,4.0
-1585,37,-4323,4.0
2209,38,-2440,3.5
4486,37,-6617,3.5
6927,37,-3179,3.5
4659,30,-6724,4.0
4661,30,-6002,4.0
-2006,37,-3332,4.0
2179,39,-2473,3.5
6927,37,-3396,3.5
-1557,38,-2281,4.0
-636,38,-2281,4.0
6930,37,-1952,4.0
-2006,37,-3549,4.0
4680,37,-5826,3.5
-701,38,-2278,4.0
3683,85,-7190,4.0
2751,44,-3031,3.5
3076,85,-6120,4.0
-1122,38,-2281,4.0
45,38,-6254,4.0
49,38,-5325,4.0
-1252,38,-2278,4.0
-864,37,-4327,4.0
4489,37,-6497,3.5
148,38,-2278,4.0
-1578,37,-4327,4.0
2450,39,-3028,3.5
2190,39,-3031,3.5
-2006,37,-2998,4.0
6930,37,-4139,3.5
6930,37,-3119,3.5
3076,85,-6259,4.0
4486,37,-6478,3.5
241,38,-2281,4.0
3073,85,-4797,4.0
6141,37,-1125,4.0
4659,30,-6585,4.0
4661,30,-5863,4.0
-2006,37,-2809,4.0
-2002,37,-3883,4.0
45,38,-4969,4.0
4510,37,-8512,4.0
49,38,-6288,4.0
4659,37,-5829,3.5
45,38,-5403,4.0
-403,37,-4323,4.0
4486,37,-6912,3.5
4212,85,-7187,4.0
6930,37,-2785,3.5
4661,30,-6297,4.0
4834,37,-5826,3.5
-1747,37,-4323,4.0
-731,37,-4323,4.0
3073,85,-5760,4.0
3076,85,-5591,4.0
3076,85,-3845,4.0
2267,39,-3031,3.5
-2006,37,-2475,4.0
4659,30,-5734,4.0
4661,30,-5012,4.0
45,37,-4736,4.0
3088,44,-3201,3.5
5717,37,-5473,3.5
4510,37,-7501,4.0
3073,85,-4658,4.0
6722,37,-4276,3.5
-1312,37,-4323,4.0
3003,40,-2796,3.5
-388,38,-2278,4.0
4506,37,-7843,4.0
5714,37,-5271,3.5
-1459,38,-2281,4.0
-587,38,-2281,4.0
6516,37,-1125,4.0
46,60,-6319,4.0
6330,37,-4276,3.5
6930,37,-3358,3.5
6927,37,-3435,3.5
-1024,38,-2281,4.0
45,38,-5264,4.0
4060,85,-7187,4.0
3073,85,-5804,4.0
-1824,37,-2282,4.0
3076,85,-3867,4.0
3076,85,-5452,4.0
-2002,37,-2481,4.0
3091,44,-3047,3.5
4109,85,-7187,4.0
-2002,37,-3388,4.0
4510,37,-7362,4.0
-1261,37,-4323,4.0
3088,44,-3223,3.5
4489,37,-6758,3.5
6436,37,-4273,3.5
2182,39,-2870,3.5
2841,41,-2537,3.5
6261,37,-4276,3.5
4486,37,-5922,3.5
6927,37,-4008,3.5
49,38,-5837,4.0
-1254,37,-4327,4.0
5279,37,-1627,4.0
4659,30,-6029,4.0
4661,30,-5307,4.0
3073,63,-3539,4.0
5397,37,-5826,3.5
5222,37,-5829,3.5
3076,85,-6598,4.0
-2002,37,-3054,4.0
4506,37,-8138,4.0
-2002,37,-3961,4.0
5714,37,-5566,3.5
5717,37,-4483,3.5
2501,39,-3028,3.5
2182,39,-2536,3.5
2985,44,-3028,3.5
2179,39,-2712,3.5
45,38,-5481,4.0
3076,85,-5669,4.0
-331,38,-2281,4.0
3073,85,-6021,4.0
49,38,-5620,4.0
5890,37,-4273,3.5
4510,37,-7579,4.0
4506,37,-7209,4.0
3073,85,-4102,4.0
-569,37,-4323,4.0
45,38,-4813,4.0
2228,39,-3028,3.5
-2006,37,-2553,4.0
-2002,37,-3627,4.0
4851,37,-5826,3.5
5714,37,-4898,3.5
4510,37,-7840,4.0
5717,37,-5629,3.5
4486,37,-6139,3.5
-1006,37,-4323,4.0
-213,37,-4327,4.0
5954,37,-1125,4.0
4659,30,-6246,4.0
4661,30,-5524,4.0
3076,85,-6815,4.0
-1862,37,-4323,4.0
2712,44,-3028,3.5
5714,37,-5783,3.5
5717,37,-4700,3.5
604,38,-2278,4.0
4506,37,-8518,4.0
-702,37,-4327,4.0
2802,44,-3031,3.5
4489,37,-6202,3.5
4659,30,-5578,4.0
4661,30,-6670,4.0
6930,37,-1824,4.0
4126,85,-7187,4.0
49,37,-4536,4.0
3073,85,-4319,4.0
5323,37,-1125,4.0
-469,38,-2278,4.0
5408,37,-1125,4.0
-1855,37,-4327,4.0
5714,37,-5115,3.5
4510,37,-8057,4.0
3461,85,-7190,4.0
-863,38,-2278,4.0
-2006,37,-3293,4.0
6623,37,-4273,3.5
6930,37,-2507,4.0
-322,37,-4323,4.0
4489,37,-5985,3.5
4486,37,-7068,3.5
4676,37,-5829,3.5
3506,85,-7187,4.0
-1576,38,-2278,4.0
4661,30,-6453,4.0
45,38,-5742,4.0
4659,30,-5361,4.0
6930,37,-1657,4.0
-2006,37,-2959,4.0
6930,37,-2173,4.0
49,38,-5247,4.0
49,38,-5064,4.0
160,38,-2281,4.0
-1804,37,-4327,4.0
4058,85,-7190,4.0
-1713,37,-2282,4.0
-2006,37,-3866,4.0
6334,37,-4273,3.5
6930,37,-3080,3.5
6930,37,-3987,3.5
4486,37,-6400,3.5
6432,37,-4276,3.5
501,38,-2281,4.0
3076,63,-3602,0.4
45,38,-4891,4.0
4195,85,-7187,4.0
4659,30,-6507,4.0
4661,30,-5785,4.0
3073,85,-5248,4.0
3076,85,-5079,4.0
3073,85,-7062,4.0
3076,85,-6893,4.0
3076,85,-4896,4.0
3073,85,-3765,4.0
5717,37,-4961,3.5
-144,38,-2278,4.0
4506,37,-8674,4.0
-2002,37,-4121,4.0
-1889,37,-2278,4.0
45,37,-4658,4.0
-1973,37,-4323,4.0
-844,37,-4323,4.0
6930,37,-3653,3.5
4489,37,-6280,3.5
-412,38,-2281,4.0
-1538,37,-4323,4.0
4661,30,-6748,4.0
45,38,-6037,4.0
4659,30,-5656,4.0
4661,30,-4934,4.0
3073,85,-6394,4.0
3076,85,-4228,4.0
3076,85,-6042,4.0
-749,38,-2281,4.0
3073,85,-4580,4.0
5584,37,-5826,3.5
5886,37,-4276,3.5
-2002,37,-2776,4.0
5714,37,-5193,3.5
4510,37,-8135,4.0
4506,37,-7582,4.0
-540,37,-4327,4.0
6329,37,-1125,4.0
4506,37,-7765,4.0
-1348,38,-2281,4.0
2179,39,-2434,3.5
-977,37,-4327,4.0
6061,37,-4273,3.5
-1303,38,-2278,4.0
4506,37,-8223,4.0
4486,37,-6695,3.5
2271,39,-3028,3.5
45,38,-5186,4.0
-1612,37,-2278,4.0
4659,30,-4988,4.0
4659,30,-6802,4.0
4661,30,-6080,4.0
3073,85,-5543,4.0
3076,85,-5374,4.0
48,65,-6325,4.0
-2002,37,-3349,4.0
5714,37,-4342,3.5
5717,37,-5256,3.5
4510,37,-8373,4.0
4510,37,-7284,4.0
-2002,37,-2442,4.0
5714,37,-4525,3.5
2182,39,-2831,3.5
5038,37,-5826,3.5
2179,39,-3007,3.5
2755,44,-3028,3.5
3069,61,-3342,2.0
5783,37,-1125,4.0
6930,37,-2746,3.5
49,38,-6210,4.0
5393,37,-5829,3.5
3073,85,-6689,4.0
3076,85,-4523,4.0
3076,85,-6337,4.0
4122,85,-7190,4.0
-2006,37,-2848,4.0
3073,85,-4875,4.0
-2002,37,-3922,4.0
5714,37,-5488,3.5
5717,37,-4405,3.5
4510,37,-8668,4.0
-1071,38,-2281,4.0
-2002,37,-3015,4.0
4506,37,-8060,4.0
2182,39,-2497,3.5
2572,44,-3031,3.5
6927,37,-2862,3.5
4395,85,-7190,4.0
49,38,-5542,4.0
3504,85,-7190,4.0
229,38,-2278,4.0
-1531,37,-4327,4.0
3463,85,-7187,4.0
6807,37,-4276,3.5
4847,37,-5829,3.5
6927,37,-3769,3.5
4489,37,-6792,3.5
4510,37,-8563,4.0
6930,37,-1340,4.0
-445,37,-4327,4.0
5714,37,-5532,3.5
5717,37,-4449,3.5
2179,39,-2512,3.5
4659,30,-5239,4.0
-467,37,-4323,4.0
-1546,38,-2278,4.0
45,38,-5447,4.0
148,38,-7448,4.0
4510,37,-7545,4.0
-1480,37,-4327,4.0
-2006,37,-3588,4.0
-299,38,-2281,4.0
4489,37,-6575,3.5
5714,37,-5315,3.5
-1568,37,-4323,4.0
2182,39,-2692,3.5
3146,85,-7190,4.0
3073,85,-6055,4.0
48,53,-6312,4.0
-1646,37,-4327,4.0
3173,85,-7187,4.0
4489,37,-7009,3.5
5055,37,-5826,3.5
5714,37,-5749,3.5
5717,37,-4666,3.5
-1734,37,-4323,4.0
2182,39,-2909,3.5
6930,37,-3375,3.5
3076,63,-3541,4.0
3308,85,-7190,4.0
4659,30,-5456,4.0
5325,37,-5829,3.5
-132,37,-4327,4.0
3073,85,-3704,4.0
5972,37,-4276,3.5
4710,37,-5829,3.5
3073,85,-5838,4.0
3076,85,-3884,4.0
4446,85,-7190,4.0
2179,39,-2890,3.5
3088,44,-3240,3.5
2245,39,-3028,3.5
6858,37,-1125,4.0
4144,85,-7187,4.0
3640,85,-7190,4.0
6927,37,-2762,3.5
4659,30,-5890,4.0
4661,30,-5168,4.0
2708,44,-3031,3.5
34,37,-4323,4.0
668,38,-2278,4.0
-1815,37,-4323,4.0
3073,85,-3921,4.0
6636,37,-4276,3.5
6927,37,-4025,3.5
3073,85,-6272,4.0
3076,85,-4106,4.0
4486,37,-6322,3.5
4659,30,-6429,4.0
4661,30,-5707,4.0
3076,85,-6632,4.0
2407,39,-3028,3.5
5612,37,-1125,4.0
48,69,-6357,4.0
-2006,37,-3805,4.0
46,69,-6352,4.0
6930,37,-2112,4.0
4659,30,-5673,4.0
4661,30,-4951,4.0
3073,82,-7177,4.0
469,38,-2281,4.0
3076,85,-7066,4.0
45,38,-5776,4.0
6930,37,-1557,4.0
3073,84,-3644,4.0
4659,30,-6646,4.0
4661,30,-5924,4.0
-2006,37,-4022,4.0
3073,63,-3578,4.0
3073,85,-4502,4.0
-2002,37,-3644,4.0
4510,37,-7874,4.0
6930,37,-2329,4.0
4659,30,-6107,4.0
4661,30,-5385,4.0
-91,37,-4323,4.0
6930,37,-3592,3.5
6927,37,-4171,3.5
4486,37,-6539,3.5
3073,85,-6489,4.0
3076,85,-4323,4.0
3327,85,-7187,4.0
4486,37,-6000,3.5
3076,85,-6849,4.0
-2006,37,-2920,4.0
-1054,38,-2281,4.0
5072,37,-5826,3.5
4489,37,-6246,3.5
6930,37,-3809,3.5
3076,85,-5296,4.0
5717,37,-4995,3.5
5719,37,-4273,3.5
6927,37,-3535,3.5
4661,30,-6714,4.0
5714,37,-4447,3.5
3073,85,-4180,4.0
-2006,37,-3137,4.0
-1220,38,-2281,4.0
4727,37,-5829,3.5
6930,37,-1746,4.0
4506,37,-7365,4.0
49,38,-5603,4.0
2862,44,-3031,3.5
-160,38,-2278,4.0
-364,37,-4327,4.0
6930,37,-2707,3.5
144,38,-2281,4.0
4510,37,-8702,4.0
4659,30,-6863,4.0
4661,30,-6141,4.0
2386,39,-3031,3.5
49,38,-4847,4.0
-2002,37,-2381,4.0
-386,37,-4323,4.0
3073,85,-6706,4.0
3076,85,-4540,4.0
4486,37,-6756,3.5
3073,85,-5075,4.0
-501,38,-2278,4.0
4429,85,-7190,4.0
3073,85,-5509,4.0
-573,38,-2278,4.0
-2002,37,-4199,4.0
3024,44,-3031,3.5
6930,37,-2924,3.5
4661,30,-6575,4.0
3956,85,-7190,4.0
6841,37,-1125,4.0
45,37,-4485,4.0
45,38,-6210,4.0
5717,37,-5568,3.5
6316,37,-4273,3.5
-2002,37,-2598,4.0
4506,37,-7226,4.0
49,38,-5464,4.0
3073,85,-7140,4.0
3076,85,-4974,4.0
-1301,38,-2281,4.0
4489,37,-6107,3.5
4506,37,-8121,4.0
-1322,37,-4327,4.0
6244,37,-1125,4.0
49,37,-4614,4.0
5669,37,-5826,3.5
-380,38,-2281,4.0
3073,85,-4936,4.0
-1410,37,-4323,4.0
-2002,37,-3861,4.0
4510,37,-8424,4.0
6930,37,-2546,4.0
-2002,37,-4078,4.0
6908,37,-1125,4.0
45,37,-4346,4.0
49,38,-5142,4.0
3091,44,-3186,3.5
5714,37,-4881,3.5
6930,37,-1223,4.0
4506,37,-8345,4.0
-232,37,-4323,4.0
-1077,38,-2278,4.0
3073,85,-5370,4.0
3076,85,-3650,4.0
-1491,37,-4323,4.0
49,38,-6037,4.0
6930,37,-4026,3.5
3076,85,-5730,4.0
5717,37,-5429,3.5
6927,37,-3752,3.5
-2006,37,-2453,4.0
